
Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:58:45 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:59:23 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:59:30 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:59:36 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:59:39 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:59:42 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:59:45 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:59:48 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:59:52 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:59:54 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:59:57 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 20:00:00 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 20:00:04 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 20:00:07 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 20:00:10 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 20:00:13 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 20:00:16 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 20:00:19 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 20:00:22 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 20:00:25 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 20:00:28 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 20:00:31 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 20:00:34 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 20:00:37 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 20:00:40 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 20:00:43 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 20:00:46 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 20:00:49 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 20:00:52 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 20:00:55 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 20:00:58 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 20:01:00 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 21:24:23 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 22:47:46 2022


Gurobi 7.0.2 (linux64) logging started Mon Jun 20 02:57:51 2022


Gurobi 7.0.2 (linux64) logging started Mon Jun 20 07:07:55 2022

