"iter1",-3997.688,54.000
"iter2",-3758.510,52.000
"iter3",-3800.899,51.000
"iter4",-3972.987,50.000
"iter5",-4116.099,49.000
"iter6",-4389.969,47.000
"iter7",-4395.032,49.000
"iter8",1000.000,19.000
"iter9",1000.000,19.000
"iter10",1000.000,19.000
"iter11",1000.000,19.000
"iter12",1000.000,19.000
"iter13",1000.000,19.000
"iter14",1000.000,19.000
"iter15",1000.000,19.000
"iter16",1000.000,18.000
"iter17",1000.000,19.000
"iter18",1000.000,18.000
"iter19",1000.000,19.000
"iter20",1000.000,18.000
"iter21",1000.000,19.000
"iter22",1000.000,19.000
"iter23",1000.000,19.000
"iter24",1000.000,18.000
"iter25",1000.000,19.000
"iter26",1000.000,18.000
"iter27",1000.000,19.000
"iter28",1000.000,18.000
"iter29",1000.000,18.000
"iter30",1000.000,15.000
