 ,value
scen1528,0.0086
scen1529,0.0116
scen1530,0.0068
scen1531,0.005
scen1532,0.0068
scen1533,0.008
scen1534,0.0092
scen1535,0.0052
scen1536,0.0076
scen1537,0.0074
scen1538,0.006
scen1539,0.0064
scen1540,0.0144
scen1541,0.0124
scen1542,0.0058
scen1543,0.0076
scen1544,0.0198
scen1545,0.0048
scen1546,0.0034
scen1547,0.0056
scen1548,0.004
scen1549,0.005
scen1550,0.013
scen1551,0.0084
scen1552,0.0146
scen1553,0.0062
scen1554,0.0084
scen1555,0.005
scen1556,0.0062
scen1557,0.007
scen1558,0.0094
scen1559,0.0052
scen1560,0.0054
scen1561,0.0074
scen1562,0.0084
scen1563,0.0078
scen1564,0.007
scen1565,0.008
scen1566,0.0052
scen1567,0.0074
scen1568,0.0048
scen1569,0.0106
scen1570,0.0056
scen1571,0.0094
scen1572,0.0062
scen1573,0.0076
scen1574,0.0084
scen1575,0.013
scen1576,0.0036
scen1577,0.009
scen1578,0.0102
scen1579,0.0084
scen1580,0.0102
scen1581,0.0068
scen1582,0.0088
scen1583,0.0048
scen1584,0.0074
scen1585,0.003
scen1586,0.0058
scen1587,0.0088
scen1588,0.0056
scen1589,0.008
scen1590,0.0044
scen1591,0.005
scen1592,0.0058
scen1593,0.007
scen1594,0.0076
scen1595,0.0088
scen1596,0.009
scen1597,0.0064
scen1598,0.008
scen1599,0.008
scen1600,0.0094
scen1601,0.0072
scen1602,0.0076
scen1603,0.0058
scen1604,0.005
scen1605,0.0014
scen1606,0.007
scen1607,0.0046
scen1608,0.01
scen1609,0.0054
scen1610,0.0052
scen1611,0.0062
scen1612,0.0052
scen1613,0.004
scen1614,0.0076
scen1615,0.0056
scen1616,0.0062
scen1617,0.0036
scen1618,0.0034
scen1619,0.0042
scen1620,0.003
scen1621,0.006
scen1622,0.0028
scen1623,0.0036
scen1624,0.006
scen1625,0.0072
scen1626,0.0096
scen1627,0.004
scen1628,0.0058
scen1629,0.0034
scen1630,0.004
scen1631,0.008
scen1632,0.0046
scen1633,0.0086
scen1634,0.0056
scen1635,0.0062
scen1636,0.0118
scen1637,0.0086
scen1638,0.018
scen1639,0.0154
scen1640,0.0108
scen1641,0.0096
scen1642,0.0114
scen1643,0.0154
scen1644,0.016
scen1645,0.0104
scen1646,0.0084
scen1647,0.0076
scen1648,0.0066
scen1649,0.0154
scen1650,0.0078
scen1651,0.004
scen1652,0.0116
scen1653,0.0096
scen1654,0.0108
scen1655,0.0102
scen1656,0.0056
scen1657,0.0076
scen1658,0.0082
scen1659,0.0108
scen1660,0.0114
scen1661,0.0082
scen1662,0.0112
scen1663,0.0092
scen1664,0.0104
scen1665,0.007
scen1666,0.0086
scen1667,0.0112
scen1668,0.008
scen1669,0.008
scen1670,0.0086
scen1671,0.008
scen1672,0.0076
scen1673,0.0074
scen1674,0.0086
scen1675,0.0112
scen1676,0.0198
scen1677,0.0112
scen1678,0.0078
scen1679,0.013
scen1680,0.0108
scen1681,0.0084
scen1682,0.0062
scen1683,0.0088
scen1684,0.011
scen1685,0.0084
scen1686,0.01
scen1687,0.0034
scen1688,0.0088
scen1689,0.007
scen1690,0.0094
scen1691,0.0086
scen1692,0.0102
scen1693,0.0102
scen1694,0.0136
scen1695,0.0088
scen1696,0.0132
scen1697,0.0058
scen1698,0.0082
scen1699,0.0098
scen1700,0.0134
scen1701,0.012
scen1702,0.0086
scen1703,0.008
scen1704,0.0068
scen1705,0.005
scen1706,0.0068
scen1707,0.008
scen1708,0.0092
scen1709,0.0052
scen1710,0.0062
scen1711,0.0076
scen1712,0.006
scen1713,0.0064
scen1714,0.0144
scen1715,0.0124
scen1716,0.0058
scen1717,0.0076
scen1718,0.0088
scen1719,0.0048
scen1720,0.0034
scen1721,0.0056
scen1722,0.004
scen1723,0.005
scen1724,0.0078
scen1725,0.0084
scen1726,0.0146
scen1727,0.0062
scen1728,0.0054
scen1729,0.005
scen1730,0.0032
scen1731,0.007
scen1732,0.0094
scen1733,0.0052
scen1734,0.0054
scen1735,0.0074
scen1736,0.0042
scen1737,0.0078
scen1738,0.007
scen1739,0.008
scen1740,0.0052
scen1741,0.0074
scen1742,0.0048
scen1743,0.0106
scen1744,0.0056
scen1745,0.0066
scen1746,0.0062
scen1747,0.0076
scen1748,0.0084
scen1749,0.013
scen1750,0.0036
scen1751,0.009
scen1752,0.0064
scen1753,0.0084
scen1754,0.0102
scen1755,0.0068
scen1756,0.0074
scen1757,0.0048
scen1758,0.0074
scen1759,0.003
scen1760,0.0058
scen1761,0.0088
scen1762,0.0056
scen1763,0.008
scen1764,0.0044
scen1765,0.005
scen1766,0.0058
scen1767,0.007
scen1768,0.0076
scen1769,0.0088
scen1770,0.009
scen1771,0.0064
scen1772,0.0036
scen1773,0.008
scen1774,0.0094
scen1775,0.0072
scen1776,0.0076
scen1777,0.0058
scen1778,0.005
scen1779,0.0014
scen1780,0.007
scen1781,0.0046
scen1782,0.01
scen1783,0.0054
scen1784,0.0052
scen1785,0.0068
scen1786,0.0052
scen1787,0.004
scen1788,0.0078
scen1789,0.0056
scen1790,0.0062
scen1791,0.0036
scen1792,0.0034
scen1793,0.0042
scen1794,0.003
scen1795,0.006
scen1796,0.0028
scen1797,0.0036
scen1798,0.006
scen1799,0.0072
scen1800,0.0096
scen1801,0.004
scen1802,0.0058
scen1803,0.0034
scen1804,0.004
scen1805,0.008
scen1806,0.0046
scen1807,0.0086
scen1808,0.007
scen1809,0.0062
scen1810,0.0074
scen1811,0.0038
scen1812,0.0016
scen1813,0.006
scen1814,0.0072
scen1815,0.003
scen1816,0.0036
scen1817,0.0054
scen1818,0.0042
scen1819,0.0056
scen1820,0.0018
scen1821,0.0036
scen1822,0.005
scen1823,0.0034
scen1824,0.0022
scen1825,0.003
scen1826,0.0052
scen1827,0.0048
scen1828,0.0092
scen1829,0.0076
scen1830,0.0102
scen1831,0.008
scen1832,0.0082
scen1833,0.0108
scen1834,0.0104
scen1835,0.004
scen1836,0.0108
scen1837,0.0056
scen1838,0.013
scen1839,0.0114
scen1840,0.0082
scen1841,0.0136
scen1842,0.0078
scen1843,0.008
scen1844,0.0116
scen1845,0.0052
scen1846,0.0086
scen1847,0.0112
scen1848,0.0112
scen1849,0.0108
scen1850,0.0062
scen1851,0.0088
scen1852,0.01
scen1853,0.0034
scen1854,0.013
scen1855,0.0086
scen1856,0.0102
scen1857,0.007
scen1858,0.0086
scen1859,0.0112
scen1860,0.0086
scen1861,0.008
scen1862,0.0086
scen1863,0.0092
scen1864,0.0102
scen1865,0.0074
scen1866,0.0144
scen1867,0.0124
scen1868,0.0088
scen1869,0.0034
scen1870,0.0078
scen1871,0.005
scen1872,0.0146
scen1873,0.0084
scen1874,0.005
scen1875,0.0078
scen1876,0.011
scen1877,0.0084
scen1878,0.0078
scen1879,0.0072
scen1880,0.0088
scen1881,0.007
scen1882,0.0094
scen1883,0.0084
scen1884,0.013
scen1885,0.009
scen1886,0.0102
scen1887,0.0088
scen1888,0.0132
scen1889,0.0058
scen1890,0.0082
scen1891,0.0098
scen1892,0.0134
scen1893,0.012
scen1894,0.009
scen1895,0.008
scen1896,0.0068
scen1897,0.005
scen1898,0.0068
scen1899,0.008
scen1900,0.0046
scen1901,0.007
scen1902,0.0062
scen1903,0.0076
scen1904,0.006
scen1905,0.0064
scen1906,0.011
scen1907,0.006
scen1908,0.0058
scen1909,0.0076
scen1910,0.0072
scen1911,0.0048
scen1912,0.008
scen1913,0.0056
scen1914,0.004
scen1915,0.0064
scen1916,0.0078
scen1917,0.0084
scen1918,0.0054
scen1919,0.0062
scen1920,0.0054
scen1921,0.0038
scen1922,0.0032
scen1923,0.0032
scen1924,0.0094
scen1925,0.0052
scen1926,0.0054
scen1927,0.0074
scen1928,0.0042
scen1929,0.0038
scen1930,0.007
scen1931,0.008
scen1932,0.0052
scen1933,0.0074
scen1934,0.0048
scen1935,0.0106
scen1936,0.0056
scen1937,0.0066
scen1938,0.0062
scen1939,0.0076
scen1940,0.0072
scen1941,0.0086
scen1942,0.0036
scen1943,0.0048
scen1944,0.0064
scen1945,0.0084
scen1946,0.0064
scen1947,0.0068
scen1948,0.0074
scen1949,0.0048
scen1950,0.0074
scen1951,0.003
scen1952,0.0058
scen1953,0.0088
scen1954,0.0056
scen1955,0.008
scen1956,0.0044
scen1957,0.005
scen1958,0.0058
scen1959,0.007
scen1960,0.0076
scen1961,0.0088
scen1962,0.0042
scen1963,0.0064
scen1964,0.0036
scen1965,0.008
scen1966,0.0094
scen1967,0.0072
scen1968,0.0076
scen1969,0.0058
scen1970,0.005
scen1971,0.0014
scen1972,0.007
scen1973,0.0032
scen1974,0.01
scen1975,0.0054
scen1976,0.0052
scen1977,0.0068
scen1978,0.0052
scen1979,0.004
scen1980,0.0078
scen1981,0.0056
scen1982,0.0062
scen1983,0.0036
scen1984,0.0034
scen1985,0.0042
scen1986,0.003
scen1987,0.0054
scen1988,0.0028
scen1989,0.0036
scen1990,0.006
scen1991,0.0072
scen1992,0.0096
scen1993,0.004
scen1994,0.0058
scen1995,0.0034
scen1996,0.004
scen1997,0.0056
scen1998,0.0046
scen1999,0.0086
scen2000,0.007
scen2001,0.0062
scen2002,0.0074
scen2003,0.0038
scen2004,0.0016
scen2005,0.006
scen2006,0.0072
scen2007,0.003
scen2008,0.0036
scen2009,0.0026
scen2010,0.0042
scen2011,0.0056
scen2012,0.0018
scen2013,0.0036
scen2014,0.005
scen2015,0.0034
scen2016,0.0022
scen2017,0.003
scen2018,0.0052
scen2019,0.0048
scen2020,0.007
scen2021,0.005
scen2022,0.0042
scen2023,0.0022
scen2024,0.0034
scen2025,0.005
scen2026,0.0082
scen2027,0.0026
scen2028,0.0042
scen2029,0.0042
scen2030,0.0104
scen2031,0.0052
scen2032,0.003
scen2033,0.0076
scen2034,0.0028
scen2035,0.0058
scen2036,0.0048
scen2037,0.005
scen2038,0.0088
scen2039,0.0028
scen2040,0.0086
scen2041,0.0144
scen2042,0.0082
scen2043,0.0074
scen2044,0.0088
scen2045,0.01
scen2046,0.0132
scen2047,0.0086
scen2048,0.0052
scen2049,0.0112
scen2050,0.0084
scen2051,0.0088
scen2052,0.013
scen2053,0.0136
scen2054,0.0086
scen2055,0.009
scen2056,0.008
scen2057,0.0102
scen2058,0.011
scen2059,0.0076
scen2060,0.0078
scen2061,0.0054
scen2062,0.0062
scen2063,0.011
scen2064,0.0084
scen2065,0.0034
scen2066,0.007
scen2067,0.0086
scen2068,0.0102
scen2069,0.0088
scen2070,0.0058
scen2071,0.0098
scen2072,0.0088
scen2073,0.008
scen2074,0.0086
scen2075,0.0092
scen2076,0.007
scen2077,0.0076
scen2078,0.0064
scen2079,0.0058
scen2080,0.0072
scen2081,0.0034
scen2082,0.01
scen2083,0.005
scen2084,0.0054
scen2085,0.0084
scen2086,0.005
scen2087,0.0078
scen2088,0.0054
scen2089,0.0064
scen2090,0.0078
scen2091,0.0072
scen2092,0.0088
scen2093,0.0056
scen2094,0.0094
scen2095,0.0084
scen2096,0.013
scen2097,0.009
scen2098,0.0102
scen2099,0.0074
scen2100,0.0074
scen2101,0.0058
scen2102,0.0082
scen2103,0.008
scen2104,0.005
scen2105,0.012
scen2106,0.0042
scen2107,0.0036
scen2108,0.0068
scen2109,0.005
scen2110,0.0068
scen2111,0.008
scen2112,0.0046
scen2113,0.0052
scen2114,0.0062
scen2115,0.0078
scen2116,0.006
scen2117,0.0086
scen2118,0.0048
scen2119,0.006
scen2120,0.0036
scen2121,0.0056
scen2122,0.0082
scen2123,0.0048
scen2124,0.008
scen2125,0.0056
scen2126,0.004
scen2127,0.0064
scen2128,0.0078
scen2129,0.0028
scen2130,0.0064
scen2131,0.0062
scen2132,0.0054
scen2133,0.0038
scen2134,0.0032
scen2135,0.0032
scen2136,0.0094
scen2137,0.0052
scen2138,0.0076
scen2139,0.0074
scen2140,0.0042
scen2141,0.0038
scen2142,0.007
scen2143,0.008
scen2144,0.0052
scen2145,0.0074
scen2146,0.0048
scen2147,0.0054
scen2148,0.0078
scen2149,0.0066
scen2150,0.006
scen2151,0.0076
scen2152,0.0038
scen2153,0.0086
scen2154,0.0036
scen2155,0.0048
scen2156,0.0064
scen2157,0.0084
scen2158,0.0064
scen2159,0.0068
scen2160,0.0074
scen2161,0.0048
scen2162,0.005
scen2163,0.003
scen2164,0.0052
scen2165,0.0088
scen2166,0.0056
scen2167,0.0022
scen2168,0.0044
scen2169,0.0048
scen2170,0.0058
scen2171,0.007
scen2172,0.0076
scen2173,0.0026
scen2174,0.0042
scen2175,0.0064
scen2176,0.0044
scen2177,0.008
scen2178,0.0094
scen2179,0.0072
scen2180,0.0076
scen2181,0.0058
scen2182,0.005
scen2183,0.0014
scen2184,0.007
scen2185,0.0032
scen2186,0.01
scen2187,0.0054
scen2188,0.007
scen2189,0.0068
scen2190,0.0052
scen2191,0.004
scen2192,0.0058
scen2193,0.0056
scen2194,0.0062
scen2195,0.0036
scen2196,0.0034
scen2197,0.0042
scen2198,0.003
scen2199,0.0054
scen2200,0.0028
scen2201,0.0038
scen2202,0.006
scen2203,0.0072
scen2204,0.0096
scen2205,0.004
scen2206,0.0058
scen2207,0.0034
scen2208,0.004
scen2209,0.0056
scen2210,0.0046
scen2211,0.0086
scen2212,0.007
scen2213,0.0062
scen2214,0.0074
scen2215,0.0038
scen2216,0.0016
scen2217,0.006
scen2218,0.0072
scen2219,0.003
scen2220,0.0036
scen2221,0.0026
scen2222,0.0042
scen2223,0.0056
scen2224,0.0018
scen2225,0.0036
scen2226,0.005
scen2227,0.0034
scen2228,0.0022
scen2229,0.003
scen2230,0.0052
scen2231,0.0048
scen2232,0.007
scen2233,0.005
scen2234,0.0042
scen2235,0.0022
scen2236,0.0034
scen2237,0.005
scen2238,0.0082
scen2239,0.0026
scen2240,0.0042
scen2241,0.0042
scen2242,0.0104
scen2243,0.0052
scen2244,0.003
scen2245,0.0076
scen2246,0.0028
scen2247,0.0058
scen2248,0.0048
scen2249,0.005
scen2250,0.0088
scen2251,0.0028
scen2252,0.0048
scen2253,0.0038
scen2254,0.003
scen2255,0.0106
scen2256,0.0034
scen2257,0.0018
scen2258,0.0034
scen2259,0.0048
scen2260,0.0062
scen2261,0.003
scen2262,0.0062
scen2263,0.0014
scen2264,0.0042
scen2265,0.0072
scen2266,0.0066
scen2267,0.0034
scen2268,0.0026
scen2269,0.005
scen2270,0.007
scen2271,0.0014
scen2272,0.0048
scen2273,0.0054
scen2274,0.0056
scen2275,0.0092
scen2276,0.0034
scen2277,0.0088
scen2278,0.0062
scen2279,0.0104
scen2280,0.0084
scen2281,0.008
scen2282,0.011
scen2283,0.0078
scen2284,0.0084
scen2285,0.0084
scen2286,0.0078
scen2287,0.013
scen2288,0.0074
scen2289,0.0098
scen2290,0.008
scen2291,0.0072
scen2292,0.0076
scen2293,0.0076
scen2294,0.01
scen2295,0.005
scen2296,0.0062
scen2297,0.0054
scen2298,0.0064
scen2299,0.0072
scen2300,0.0094
scen2301,0.0086
scen2302,0.0102
scen2303,0.0068
scen2304,0.0058
scen2305,0.0098
scen2306,0.012
scen2307,0.0074
scen2308,0.0086
scen2309,0.008
scen2310,0.0052
scen2311,0.0078
scen2312,0.0064
scen2313,0.0058
scen2314,0.0072
scen2315,0.0034
scen2316,0.004
scen2317,0.0078
scen2318,0.0054
scen2319,0.0054
scen2320,0.005
scen2321,0.0078
scen2322,0.0076
scen2323,0.0074
scen2324,0.0078
scen2325,0.0052
scen2326,0.0088
scen2327,0.0054
scen2328,0.0066
scen2329,0.0076
scen2330,0.0036
scen2331,0.009
scen2332,0.006
scen2333,0.0074
scen2334,0.0074
scen2335,0.003
scen2336,0.0082
scen2337,0.008
scen2338,0.005
scen2339,0.0076
scen2340,0.0042
scen2341,0.0036
scen2342,0.0068
scen2343,0.005
scen2344,0.0068
scen2345,0.007
scen2346,0.0046
scen2347,0.007
scen2348,0.0062
scen2349,0.004
scen2350,0.006
scen2351,0.0086
scen2352,0.0048
scen2353,0.006
scen2354,0.0036
scen2355,0.0056
scen2356,0.0082
scen2357,0.0048
scen2358,0.008
scen2359,0.0056
scen2360,0.0062
scen2361,0.0064
scen2362,0.006
scen2363,0.0028
scen2364,0.0064
scen2365,0.004
scen2366,0.005
scen2367,0.0038
scen2368,0.0032
scen2369,0.0032
scen2370,0.0094
scen2371,0.0052
scen2372,0.0054
scen2373,0.0054
scen2374,0.0042
scen2375,0.0038
scen2376,0.007
scen2377,0.008
scen2378,0.0088
scen2379,0.0074
scen2380,0.0048
scen2381,0.0034
scen2382,0.0034
scen2383,0.0048
scen2384,0.006
scen2385,0.005
scen2386,0.0038
scen2387,0.0086
scen2388,0.007
scen2389,0.0048
scen2390,0.0064
scen2391,0.0084
scen2392,0.0102
scen2393,0.002
scen2394,0.0044
scen2395,0.0048
scen2396,0.005
scen2397,0.0046
scen2398,0.0052
scen2399,0.0088
scen2400,0.0056
scen2401,0.0038
scen2402,0.0044
scen2403,0.0048
scen2404,0.0058
scen2405,0.007
scen2406,0.0044
scen2407,0.0026
scen2408,0.0042
scen2409,0.0064
scen2410,0.0044
scen2411,0.008
scen2412,0.0094
scen2413,0.0072
scen2414,0.0076
scen2415,0.0058
scen2416,0.005
scen2417,0.0014
scen2418,0.0024
scen2419,0.0032
scen2420,0.01
scen2421,0.0054
scen2422,0.0056
scen2423,0.0068
scen2424,0.0052
scen2425,0.0054
scen2426,0.0058
scen2427,0.0056
scen2428,0.0062
scen2429,0.0036
scen2430,0.0034
scen2431,0.0042
scen2432,0.003
scen2433,0.0054
scen2434,0.0028
scen2435,0.0038
scen2436,0.006
scen2437,0.0072
scen2438,0.0096
scen2439,0.004
scen2440,0.0058
scen2441,0.0034
scen2442,0.004
scen2443,0.0056
scen2444,0.0046
scen2445,0.0086
scen2446,0.007
scen2447,0.0048
scen2448,0.0074
scen2449,0.0038
scen2450,0.0016
scen2451,0.0048
scen2452,0.0072
scen2453,0.003
scen2454,0.0036
scen2455,0.0026
scen2456,0.0042
scen2457,0.0056
scen2458,0.0018
scen2459,0.0036
scen2460,0.004
scen2461,0.0034
scen2462,0.0022
scen2463,0.003
scen2464,0.0052
scen2465,0.0048
scen2466,0.007
scen2467,0.005
scen2468,0.0042
scen2469,0.0022
scen2470,0.0034
scen2471,0.005
scen2472,0.0082
scen2473,0.0026
scen2474,0.0042
scen2475,0.0042
scen2476,0.0104
scen2477,0.0052
scen2478,0.003
scen2479,0.0076
scen2480,0.0028
scen2481,0.0058
scen2482,0.0048
scen2483,0.005
scen2484,0.0044
scen2485,0.0028
scen2486,0.0048
scen2487,0.0038
scen2488,0.003
scen2489,0.0106
scen2490,0.0042
scen2491,0.0018
scen2492,0.0044
scen2493,0.0038
scen2494,0.0062
scen2495,0.003
scen2496,0.0062
scen2497,0.0014
scen2498,0.0042
scen2499,0.0072
scen2500,0.0066
scen2501,0.0034
scen2502,0.0026
scen2503,0.005
scen2504,0.0046
scen2505,0.0014
scen2506,0.0048
scen2507,0.0054
scen2508,0.0032
scen2509,0.0038
scen2510,0.005
scen2511,0.0064
scen2512,0.004
scen2513,0.0042
scen2514,0.0044
scen2515,0.0042
scen2516,0.005
scen2517,0.0038
scen2518,0.0028
scen2519,0.0042
scen2520,0.0038
scen2521,0.0054
scen2522,0.0046
scen2523,0.0038
scen2524,0.0056
scen2525,0.0022
scen2526,0.0034
scen2527,0.0044
scen2528,0.0028
scen2529,0.0018
scen2530,0.0022
scen2531,0.0016
scen2532,0.0076
scen2533,0.0048
scen2534,0.0068
scen2535,0.008
scen2536,0.01
scen2537,0.0094
scen2538,0.006
scen2539,0.008
scen2540,0.0078
scen2541,0.004
scen2542,0.005
scen2543,0.0054
scen2544,0.0088
scen2545,0.0102
scen2546,0.0058
scen2547,0.005
scen2548,0.0074
scen2549,0.007
scen2550,0.006
scen2551,0.0058
scen2552,0.0034
scen2553,0.0078
scen2554,0.0062
scen2555,0.0078
scen2556,0.0078
scen2557,0.0052
scen2558,0.0066
scen2559,0.0076
scen2560,0.0064
scen2561,0.0074
scen2562,0.0082
scen2563,0.0048
scen2564,0.012
scen2565,0.0068
scen2566,0.0086
scen2567,0.0046
scen2568,0.0052
scen2569,0.004
scen2570,0.0086
scen2571,0.0054
scen2572,0.0072
scen2573,0.0048
scen2574,0.0062
scen2575,0.006
scen2576,0.0054
scen2577,0.0054
scen2578,0.005
scen2579,0.0094
scen2580,0.0076
scen2581,0.0054
scen2582,0.007
scen2583,0.008
scen2584,0.0048
scen2585,0.0054
scen2586,0.006
scen2587,0.005
scen2588,0.0036
scen2589,0.009
scen2590,0.0084
scen2591,0.0074
scen2592,0.005
scen2593,0.003
scen2594,0.0056
scen2595,0.0038
scen2596,0.0062
scen2597,0.0076
scen2598,0.0042
scen2599,0.0036
scen2600,0.0094
scen2601,0.005
scen2602,0.0068
scen2603,0.007
scen2604,0.01
scen2605,0.007
scen2606,0.0062
scen2607,0.0054
scen2608,0.0062
scen2609,0.0036
scen2610,0.0066
scen2611,0.006
scen2612,0.0036
scen2613,0.0056
scen2614,0.0082
scen2615,0.0034
scen2616,0.008
scen2617,0.0056
scen2618,0.0074
scen2619,0.0064
scen2620,0.0048
scen2621,0.0028
scen2622,0.0064
scen2623,0.004
scen2624,0.005
scen2625,0.0038
scen2626,0.0032
scen2627,0.0032
scen2628,0.005
scen2629,0.0052
scen2630,0.0054
scen2631,0.0028
scen2632,0.0042
scen2633,0.0038
scen2634,0.002
scen2635,0.0064
scen2636,0.0088
scen2637,0.0074
scen2638,0.0048
scen2639,0.0034
scen2640,0.0034
scen2641,0.0048
scen2642,0.0062
scen2643,0.003
scen2644,0.0038
scen2645,0.0086
scen2646,0.007
scen2647,0.0048
scen2648,0.0064
scen2649,0.0038
scen2650,0.004
scen2651,0.002
scen2652,0.0044
scen2653,0.0048
scen2654,0.0056
scen2655,0.0046
scen2656,0.0052
scen2657,0.0088
scen2658,0.0056
scen2659,0.0038
scen2660,0.0044
scen2661,0.0034
scen2662,0.0058
scen2663,0.0036
scen2664,0.0044
scen2665,0.0026
scen2666,0.0042
scen2667,0.0062
scen2668,0.0044
scen2669,0.008
scen2670,0.0068
scen2671,0.0072
scen2672,0.0076
scen2673,0.0058
scen2674,0.005
scen2675,0.0014
scen2676,0.0024
scen2677,0.0032
scen2678,0.005
scen2679,0.0054
scen2680,0.0056
scen2681,0.0068
scen2682,0.0052
scen2683,0.0044
scen2684,0.0058
scen2685,0.0056
scen2686,0.0066
scen2687,0.006
scen2688,0.0034
scen2689,0.0042
scen2690,0.003
scen2691,0.0054
scen2692,0.0028
scen2693,0.0038
scen2694,0.006
scen2695,0.0072
scen2696,0.0096
scen2697,0.004
scen2698,0.0058
scen2699,0.007
scen2700,0.004
scen2701,0.0056
scen2702,0.0046
scen2703,0.0086
scen2704,0.007
scen2705,0.0048
scen2706,0.0046
scen2707,0.0038
scen2708,0.0016
scen2709,0.0034
scen2710,0.0072
scen2711,0.003
scen2712,0.0036
scen2713,0.0026
scen2714,0.0042
scen2715,0.0056
scen2716,0.0018
scen2717,0.0036
scen2718,0.004
scen2719,0.0034
scen2720,0.0022
scen2721,0.003
scen2722,0.0052
scen2723,0.0048
scen2724,0.007
scen2725,0.0068
scen2726,0.0042
scen2727,0.0022
scen2728,0.0034
scen2729,0.005
scen2730,0.0082
scen2731,0.0026
scen2732,0.0042
scen2733,0.0042
scen2734,0.0104
scen2735,0.0052
scen2736,0.003
scen2737,0.0076
scen2738,0.0028
scen2739,0.0058
scen2740,0.0048
scen2741,0.005
scen2742,0.0044
scen2743,0.0028
scen2744,0.0048
scen2745,0.0038
scen2746,0.003
scen2747,0.0106
scen2748,0.0042
scen2749,0.0018
scen2750,0.0044
scen2751,0.0038
scen2752,0.0062
scen2753,0.003
scen2754,0.0038
scen2755,0.0014
scen2756,0.0042
scen2757,0.0072
scen2758,0.0066
scen2759,0.0034
scen2760,0.0026
scen2761,0.005
scen2762,0.0046
scen2763,0.0014
scen2764,0.0048
scen2765,0.0054
scen2766,0.0032
scen2767,0.0042
scen2768,0.005
scen2769,0.0056
scen2770,0.004
scen2771,0.0042
scen2772,0.0044
scen2773,0.0042
scen2774,0.005
scen2775,0.0038
scen2776,0.0028
scen2777,0.0042
scen2778,0.0038
scen2779,0.0054
scen2780,0.0046
scen2781,0.0038
scen2782,0.0056
scen2783,0.0022
scen2784,0.0034
scen2785,0.0044
scen2786,0.0028
scen2787,0.0018
scen2788,0.0022
scen2789,0.0016
scen2790,0.0022
scen2791,0.0054
scen2792,0.0026
scen2793,0.0014
scen2794,0.0036
scen2795,0.007
scen2796,0.0034
scen2797,0.0018
scen2798,0.003
scen2799,0.0022
scen2800,0.0014
scen2801,0.003
scen2802,0.0048
scen2803,0.0036
scen2804,0.0064
scen2805,0.0016
scen2806,0.0036
scen2807,0.004
scen2808,0.0034
scen2809,0.0018
scen2810,0.0012
scen2811,0.0042
scen2812,0.0028
scen2813,0.0038
scen2814,0.0032
scen2815,0.0038
scen2816,0.0074
scen2817,0.0078
scen2818,0.0076
scen2819,0.006
scen2820,0.0048
scen2821,0.007
scen2822,0.0056
scen2823,0.0068
scen2824,0.007
scen2825,0.0072
scen2826,0.006
scen2827,0.0054
scen2828,0.0054
scen2829,0.0064
scen2830,0.005
scen2831,0.005
scen2832,0.0068
scen2833,0.0046
scen2834,0.004
scen2835,0.006
scen2836,0.0062
scen2837,0.0054
scen2838,0.0054
scen2839,0.0052
scen2840,0.0054
scen2841,0.0074
scen2842,0.0054
scen2843,0.0076
scen2844,0.009
scen2845,0.0074
scen2846,0.003
scen2847,0.0048
scen2848,0.012
scen2849,0.0094
scen2850,0.005
scen2851,0.01
scen2852,0.0052
scen2853,0.0062
scen2854,0.0086
scen2855,0.0054
scen2856,0.0082
scen2857,0.0054
scen2858,0.0074
scen2859,0.0064
scen2860,0.005
scen2861,0.0032
scen2862,0.005
scen2863,0.0032
scen2864,0.005
scen2865,0.0042
scen2866,0.0038
scen2867,0.008
scen2868,0.0048
scen2869,0.0034
scen2870,0.006
scen2871,0.005
scen2872,0.0036
scen2873,0.0064
scen2874,0.0084
scen2875,0.0044
scen2876,0.0056
scen2877,0.0052
scen2878,0.0032
scen2879,0.0038
scen2880,0.0062
scen2881,0.0076
scen2882,0.0042
scen2883,0.0036
scen2884,0.008
scen2885,0.0076
scen2886,0.005
scen2887,0.007
scen2888,0.0032
scen2889,0.007
scen2890,0.0062
scen2891,0.0054
scen2892,0.0066
scen2893,0.0036
scen2894,0.0066
scen2895,0.0028
scen2896,0.0036
scen2897,0.0056
scen2898,0.0058
scen2899,0.0034
scen2900,0.008
scen2901,0.0056
scen2902,0.0052
scen2903,0.0038
scen2904,0.0048
scen2905,0.0028
scen2906,0.0064
scen2907,0.004
scen2908,0.005
scen2909,0.0038
scen2910,0.0032
scen2911,0.007
scen2912,0.005
scen2913,0.0034
scen2914,0.0082
scen2915,0.0028
scen2916,0.0104
scen2917,0.0048
scen2918,0.002
scen2919,0.0064
scen2920,0.0088
scen2921,0.0056
scen2922,0.0036
scen2923,0.0106
scen2924,0.0034
scen2925,0.0048
scen2926,0.0062
scen2927,0.003
scen2928,0.0038
scen2929,0.0086
scen2930,0.007
scen2931,0.0048
scen2932,0.0032
scen2933,0.0038
scen2934,0.004
scen2935,0.002
scen2936,0.0042
scen2937,0.0048
scen2938,0.0038
scen2939,0.0046
scen2940,0.0038
scen2941,0.0088
scen2942,0.0056
scen2943,0.0038
scen2944,0.0044
scen2945,0.0034
scen2946,0.0058
scen2947,0.0036
scen2948,0.0044
scen2949,0.0026
scen2950,0.0042
scen2951,0.0062
scen2952,0.0044
scen2953,0.004
scen2954,0.0068
scen2955,0.0072
scen2956,0.0032
scen2957,0.0058
scen2958,0.0038
scen2959,0.0014
