"iter1",-232.174,2.000
"iter2",-232.174,1.000
"iter3",-231.724,2.000
"iter4",-231.724,3.000
"iter5",-231.724,3.000
"iter6",-231.724,2.000
"iter7",-231.724,2.000
"iter8",-231.724,2.000
"iter9",-231.724,3.000
"iter10",-231.724,2.000
"iter11",-231.724,2.000
"iter12",-231.724,2.000
"iter13",-231.724,2.000
"iter14",-231.724,2.000
"iter15",-231.724,3.000
"iter16",-231.680,2.000
"iter17",-231.680,2.000
"iter18",-231.680,3.000
"iter19",-231.680,3.000
"iter20",-231.680,3.000
"iter21",-231.339,3.000
"iter22",-230.687,2.000
"iter23",-230.687,2.000
"iter24",-230.687,2.000
"iter25",-230.687,2.000
"iter26",-230.687,2.000
"iter27",-230.687,2.000
"iter28",-230.601,1.000
"iter29",-229.977,1.000
"iter30",-229.977,0.000
