"iter1",0.000,8.000
"iter2",0.000,17.000
"iter3",-255.110,32.000
"iter4",-255.110,34.000
"iter5",-254.221,36.000
"iter6",-254.221,36.000
"iter7",-254.221,37.000
"iter8",-254.221,37.000
"iter9",-254.221,36.000
"iter10",-254.221,37.000
"iter11",-254.221,36.000
"iter12",-254.221,37.000
"iter13",-254.221,36.000
"iter14",-254.221,37.000
"iter15",-254.221,38.000
"iter16",-254.221,38.000
"iter17",-254.221,37.000
"iter18",-254.221,37.000
"iter19",-254.221,37.000
"iter20",-254.221,37.000
"iter21",-254.221,37.000
"iter22",-254.221,36.000
"iter23",-254.221,37.000
"iter24",-254.221,37.000
"iter25",-254.221,37.000
"iter26",-254.221,36.000
"iter27",-254.221,34.000
"iter28",-254.221,30.000
"iter29",-254.221,25.000
"iter30",-254.221,16.000
