 ,value
scen1527,0.0018
scen1528,0.0012
scen1529,0.0018
scen1530,0.0024
scen1531,0.0016
scen1532,0.0014
scen1533,0.001
scen1534,0.0014
scen1535,0.0018
scen1536,0.0016
scen1537,0.0028
scen1538,0.0016
scen1539,0.003
scen1540,0.0012
scen1541,0.0034
scen1542,0.0014
scen1543,0.0012
scen1544,0.0014
scen1545,0.002
scen1546,0.0026
scen1547,0.002
scen1548,0.0012
scen1549,0.0014
scen1550,0.0014
scen1551,0.002
scen1552,0.0016
scen1553,0.0034
scen1554,0.0018
scen1555,0.0012
scen1556,0.0012
scen1557,0.0012
scen1558,0.001
scen1559,0.002
scen1560,0.0026
scen1561,0.0016
scen1562,0.0022
scen1563,0.001
scen1564,0.0014
scen1565,0.002
scen1566,0.0008
scen1567,0.0014
scen1568,0.0014
scen1569,0.0008
scen1570,0.001
scen1571,0.001
scen1572,0.0014
scen1573,0.0012
scen1574,0.0012
scen1575,0.0014
scen1576,0.001
scen1577,0.0006
scen1578,0.001
scen1579,0.002
scen1580,0.0014
scen1581,0.001
scen1582,0.0024
scen1583,0.0018
scen1584,0.0012
scen1585,0.0006
scen1586,0.0014
scen1587,0.003
scen1588,0.0012
scen1589,0.0016
scen1590,0.001
scen1591,0.0012
scen1592,0.0026
scen1593,0.0014
scen1594,0.0006
scen1595,0.0014
scen1596,0.0012
scen1597,0.001
scen1598,0.0016
scen1599,0.0012
scen1600,0.0012
scen1601,0.0004
scen1602,0.0022
scen1603,0.0014
scen1604,0.0004
scen1605,0.0008
scen1606,0.0024
scen1607,0.0008
scen1608,0.001
scen1609,0.0004
scen1610,0.001
scen1611,0.0008
scen1612,0.0006
scen1613,0.0006
scen1614,0.0012
scen1615,0.001
scen1616,0.0004
scen1617,0.0014
scen1618,0.0018
scen1619,0.0008
scen1620,0.0022
scen1621,0.001
scen1622,0.0018
scen1623,0.0014
scen1624,0.001
scen1625,0.0008
scen1626,0.0016
scen1627,0.0012
scen1628,0.0004
scen1629,0.0006
scen1630,0.002
scen1631,0.001
scen1632,0.0016
scen1633,0.0014
scen1634,0.001
scen1635,0.002
scen1636,0.0012
scen1637,0.0028
scen1638,0.0018
scen1639,0.001
scen1640,0.0028
scen1641,0.004
scen1642,0.0032
scen1643,0.003
scen1644,0.001
scen1645,0.0022
scen1646,0.0012
scen1647,0.002
scen1648,0.0016
scen1649,0.0026
scen1650,0.002
scen1651,0.003
scen1652,0.0016
scen1653,0.0014
scen1654,0.0016
scen1655,0.0016
scen1656,0.0022
scen1657,0.0014
scen1658,0.0024
scen1659,0.0048
scen1660,0.001
scen1661,0.0018
scen1662,0.0016
scen1663,0.002
scen1664,0.0018
scen1665,0.0036
scen1666,0.0016
scen1667,0.0022
scen1668,0.0012
scen1669,0.0018
scen1670,0.0024
scen1671,0.0018
scen1672,0.0016
scen1673,0.0016
scen1674,0.0018
scen1675,0.0014
scen1676,0.0022
scen1677,0.0026
scen1678,0.002
scen1679,0.0014
scen1680,0.0032
scen1681,0.002
scen1682,0.0022
scen1683,0.0008
scen1684,0.0014
scen1685,0.002
scen1686,0.0016
scen1687,0.0016
scen1688,0.0012
scen1689,0.002
scen1690,0.0026
scen1691,0.0012
scen1692,0.0028
scen1693,0.001
scen1694,0.0024
scen1695,0.0024
scen1696,0.0018
scen1697,0.0014
scen1698,0.0014
scen1699,0.0006
scen1700,0.0026
scen1701,0.0018
scen1702,0.0018
scen1703,0.0018
scen1704,0.0024
scen1705,0.0022
scen1706,0.0014
scen1707,0.001
scen1708,0.0014
scen1709,0.0018
scen1710,0.001
scen1711,0.0028
scen1712,0.001
scen1713,0.003
scen1714,0.0012
scen1715,0.0034
scen1716,0.0014
scen1717,0.0012
scen1718,0.0014
scen1719,0.002
scen1720,0.001
scen1721,0.0016
scen1722,0.0012
scen1723,0.0012
scen1724,0.0014
scen1725,0.002
scen1726,0.0016
scen1727,0.0034
scen1728,0.0018
scen1729,0.0014
scen1730,0.0012
scen1731,0.0012
scen1732,0.001
scen1733,0.002
scen1734,0.0026
scen1735,0.0016
scen1736,0.0022
scen1737,0.001
scen1738,0.0014
scen1739,0.002
scen1740,0.0008
scen1741,0.0014
scen1742,0.0014
scen1743,0.0008
scen1744,0.001
scen1745,0.001
scen1746,0.0014
scen1747,0.0012
scen1748,0.0014
scen1749,0.0014
scen1750,0.001
scen1751,0.0006
scen1752,0.0012
scen1753,0.002
scen1754,0.0014
scen1755,0.001
scen1756,0.0018
scen1757,0.0018
scen1758,0.0012
scen1759,0.0006
scen1760,0.0014
scen1761,0.003
scen1762,0.0012
scen1763,0.0016
scen1764,0.001
scen1765,0.0012
scen1766,0.0028
scen1767,0.0014
scen1768,0.0006
scen1769,0.0014
scen1770,0.0012
scen1771,0.001
scen1772,0.0016
scen1773,0.0012
scen1774,0.0012
scen1775,0.0004
scen1776,0.0016
scen1777,0.0014
scen1778,0.0004
scen1779,0.0008
scen1780,0.0024
scen1781,0.0008
scen1782,0.001
scen1783,0.0004
scen1784,0.001
scen1785,0.0008
scen1786,0.0006
scen1787,0.0006
scen1788,0.0012
scen1789,0.001
scen1790,0.0004
scen1791,0.0014
scen1792,0.0018
scen1793,0.0008
scen1794,0.0022
scen1795,0.001
scen1796,0.0018
scen1797,0.0014
scen1798,0.001
scen1799,0.0008
scen1800,0.0016
scen1801,0.0012
scen1802,0.0004
scen1803,0.0006
scen1804,0.002
scen1805,0.0004
scen1806,0.0016
scen1807,0.0014
scen1808,0.001
scen1809,0.002
scen1810,0.0014
scen1811,0.001
scen1812,0.0012
scen1813,0.0004
scen1814,0.0014
scen1815,0.0012
scen1816,0.0012
scen1817,0.0022
scen1818,0.001
scen1819,0.0002
scen1820,0.0012
scen1821,0.001
scen1822,0.0004
scen1823,0.0012
scen1824,0.001
scen1825,0.002
scen1826,0.0008
scen1827,0.0008
scen1828,0.0016
scen1829,0.0022
scen1830,0.002
scen1831,0.0016
scen1832,0.0016
scen1833,0.001
scen1834,0.0036
scen1835,0.0016
scen1836,0.0014
scen1837,0.002
scen1838,0.0032
scen1839,0.0018
scen1840,0.0018
scen1841,0.0026
scen1842,0.0016
scen1843,0.0012
scen1844,0.0018
scen1845,0.0018
scen1846,0.0016
scen1847,0.0014
scen1848,0.0026
scen1849,0.0024
scen1850,0.0022
scen1851,0.0008
scen1852,0.0012
scen1853,0.0016
scen1854,0.0016
scen1855,0.002
scen1856,0.0018
scen1857,0.0024
scen1858,0.0014
scen1859,0.0022
scen1860,0.0018
scen1861,0.0024
scen1862,0.0024
scen1863,0.001
scen1864,0.0016
scen1865,0.0028
scen1866,0.0018
scen1867,0.0034
scen1868,0.0022
scen1869,0.002
scen1870,0.0016
scen1871,0.0014
scen1872,0.002
scen1873,0.002
scen1874,0.0012
scen1875,0.0012
scen1876,0.0014
scen1877,0.0022
scen1878,0.0008
scen1879,0.0008
scen1880,0.0012
scen1881,0.002
scen1882,0.0026
scen1883,0.0012
scen1884,0.0028
scen1885,0.001
scen1886,0.0024
scen1887,0.001
scen1888,0.0018
scen1889,0.0014
scen1890,0.003
scen1891,0.0006
scen1892,0.0026
scen1893,0.0014
scen1894,0.0018
scen1895,0.0018
scen1896,0.0012
scen1897,0.0022
scen1898,0.0014
scen1899,0.0014
scen1900,0.0014
scen1901,0.0018
scen1902,0.001
scen1903,0.0012
scen1904,0.001
scen1905,0.003
scen1906,0.0012
scen1907,0.0022
scen1908,0.0014
scen1909,0.0012
scen1910,0.0014
scen1911,0.002
scen1912,0.001
scen1913,0.0014
scen1914,0.0012
scen1915,0.0012
scen1916,0.0014
scen1917,0.0014
scen1918,0.0016
scen1919,0.0034
scen1920,0.0018
scen1921,0.0014
scen1922,0.002
scen1923,0.0006
scen1924,0.001
scen1925,0.002
scen1926,0.0026
scen1927,0.0016
scen1928,0.0004
scen1929,0.0008
scen1930,0.0014
scen1931,0.002
scen1932,0.0012
scen1933,0.0014
scen1934,0.0014
scen1935,0.0008
scen1936,0.001
scen1937,0.001
scen1938,0.0014
scen1939,0.0012
scen1940,0.0014
scen1941,0.0014
scen1942,0.001
scen1943,0.0006
scen1944,0.0012
scen1945,0.002
scen1946,0.0014
scen1947,0.0016
scen1948,0.0018
scen1949,0.0018
scen1950,0.0012
scen1951,0.0006
scen1952,0.0014
scen1953,0.003
scen1954,0.0012
scen1955,0.0016
scen1956,0.001
scen1957,0.0012
scen1958,0.0028
scen1959,0.0006
scen1960,0.0006
scen1961,0.0014
scen1962,0.0012
scen1963,0.001
scen1964,0.0016
scen1965,0.0012
scen1966,0.0014
scen1967,0.0004
scen1968,0.0016
scen1969,0.0014
scen1970,0.0004
scen1971,0.0008
scen1972,0.0024
scen1973,0.0008
scen1974,0.001
scen1975,0.0004
scen1976,0.001
scen1977,0.0008
scen1978,0.0006
scen1979,0.0006
scen1980,0.0012
scen1981,0.001
scen1982,0.0004
scen1983,0.0014
scen1984,0.0018
scen1985,0.0008
scen1986,0.0022
scen1987,0.001
scen1988,0.0018
scen1989,0.0014
scen1990,0.001
scen1991,0.0008
scen1992,0.0016
scen1993,0.0012
scen1994,0.0004
scen1995,0.0006
scen1996,0.001
scen1997,0.0004
scen1998,0.0016
scen1999,0.0008
scen2000,0.001
scen2001,0.002
scen2002,0.0014
scen2003,0.001
scen2004,0.0012
scen2005,0.0004
scen2006,0.0014
scen2007,0.0012
scen2008,0.0012
scen2009,0.0022
scen2010,0.001
scen2011,0.0002
scen2012,0.0012
scen2013,0.001
scen2014,0.0004
scen2015,0.0012
scen2016,0.001
scen2017,0.0006
scen2018,0.0008
scen2019,0.0008
scen2020,0.0006
scen2021,0.0012
scen2022,0.0006
scen2023,0.0004
scen2024,0.001
scen2025,0.0014
scen2026,0.0004
scen2027,0.0008
scen2028,0.0004
scen2029,0.0012
scen2030,0.0018
scen2031,0.001
scen2032,0.0006
scen2033,0.001
scen2034,0.0018
scen2035,0.0002
scen2036,0.0006
scen2037,0.001
scen2038,0.0012
scen2039,0.0008
scen2040,0.0016
scen2041,0.0022
scen2042,0.0008
scen2043,0.0012
scen2044,0.0014
scen2045,0.0008
scen2046,0.002
scen2047,0.0022
scen2048,0.0016
scen2049,0.0016
scen2050,0.002
scen2051,0.0014
scen2052,0.0012
scen2053,0.0018
scen2054,0.0024
scen2055,0.0026
scen2056,0.0018
scen2057,0.0018
scen2058,0.0028
scen2059,0.0022
scen2060,0.0012
scen2061,0.0014
scen2062,0.0034
scen2063,0.002
scen2064,0.0012
scen2065,0.0014
scen2066,0.0016
scen2067,0.0012
scen2068,0.0024
scen2069,0.001
scen2070,0.0014
scen2071,0.0028
scen2072,0.0018
scen2073,0.0024
scen2074,0.0024
scen2075,0.001
scen2076,0.001
scen2077,0.001
scen2078,0.0018
scen2079,0.0008
scen2080,0.0016
scen2081,0.002
scen2082,0.0014
scen2083,0.0012
scen2084,0.002
scen2085,0.0018
scen2086,0.0012
scen2087,0.0012
scen2088,0.0026
scen2089,0.0022
scen2090,0.0008
scen2091,0.0012
scen2092,0.0026
scen2093,0.002
scen2094,0.0026
scen2095,0.0018
scen2096,0.0028
scen2097,0.001
scen2098,0.002
scen2099,0.0018
scen2100,0.0018
scen2101,0.0014
scen2102,0.003
scen2103,0.0006
scen2104,0.001
scen2105,0.0014
scen2106,0.0018
scen2107,0.0018
scen2108,0.0012
scen2109,0.0022
scen2110,0.0014
scen2111,0.0014
scen2112,0.0014
scen2113,0.0014
scen2114,0.001
scen2115,0.0012
scen2116,0.0012
scen2117,0.003
scen2118,0.0012
scen2119,0.0012
scen2120,0.0012
scen2121,0.0012
scen2122,0.0014
scen2123,0.002
scen2124,0.001
scen2125,0.001
scen2126,0.002
scen2127,0.0012
scen2128,0.0014
scen2129,0.0014
scen2130,0.0016
scen2131,0.0012
scen2132,0.0008
scen2133,0.0014
scen2134,0.002
scen2135,0.0006
scen2136,0.001
scen2137,0.001
scen2138,0.0022
scen2139,0.0016
scen2140,0.0004
scen2141,0.0008
scen2142,0.0014
scen2143,0.002
scen2144,0.001
scen2145,0.0014
scen2146,0.001
scen2147,0.0008
scen2148,0.001
scen2149,0.0016
scen2150,0.0014
scen2151,0.0012
scen2152,0.0014
scen2153,0.0014
scen2154,0.001
scen2155,0.0006
scen2156,0.0012
scen2157,0.002
scen2158,0.0014
scen2159,0.0016
scen2160,0.0008
scen2161,0.0018
scen2162,0.0012
scen2163,0.0006
scen2164,0.0014
scen2165,0.003
scen2166,0.0012
scen2167,0.0016
scen2168,0.001
scen2169,0.0012
scen2170,0.001
scen2171,0.0006
scen2172,0.0006
scen2173,0.0014
scen2174,0.0012
scen2175,0.001
scen2176,0.0016
scen2177,0.0012
scen2178,0.0014
scen2179,0.0004
scen2180,0.0016
scen2181,0.0014
scen2182,0.0004
scen2183,0.0008
scen2184,0.0024
scen2185,0.0008
scen2186,0.001
scen2187,0.0004
scen2188,0.001
scen2189,0.0008
scen2190,0.0006
scen2191,0.0006
scen2192,0.0012
scen2193,0.001
scen2194,0.0004
scen2195,0.0014
scen2196,0.0018
scen2197,0.0008
scen2198,0.0022
scen2199,0.001
scen2200,0.0018
scen2201,0.0014
scen2202,0.001
scen2203,0.0008
scen2204,0.0016
scen2205,0.0012
scen2206,0.0004
scen2207,0.0006
scen2208,0.001
scen2209,0.0004
scen2210,0.0016
scen2211,0.0008
scen2212,0.0012
scen2213,0.0008
scen2214,0.0014
scen2215,0.001
scen2216,0.0006
scen2217,0.0004
scen2218,0.0014
scen2219,0.0012
scen2220,0.0012
scen2221,0.0022
scen2222,0.001
scen2223,0.0002
scen2224,0.0012
scen2225,0.001
scen2226,0.0004
scen2227,0.0012
scen2228,0.001
scen2229,0.0006
scen2230,0.0008
scen2231,0.0008
scen2232,0.0006
scen2233,0.0012
scen2234,0.0006
scen2235,0.0004
scen2236,0.001
scen2237,0.0014
scen2238,0.0004
scen2239,0.0008
scen2240,0.0004
scen2241,0.0012
scen2242,0.0018
scen2243,0.001
scen2244,0.0006
scen2245,0.001
scen2246,0.0018
scen2247,0.0002
scen2248,0.0006
scen2249,0.001
scen2250,0.0012
scen2251,0.0008
scen2252,0.0008
scen2253,0.0008
scen2254,0.0004
scen2255,0.0006
scen2256,0.0002
scen2257,0.0004
scen2258,0.0006
scen2259,0.001
scen2260,0.001
scen2261,0.0008
scen2262,0.0006
scen2263,0.0008
scen2264,0.0004
scen2265,0.001
scen2266,0.0014
scen2267,0.0006
scen2268,0.001
scen2269,0.0008
scen2270,0.0012
scen2271,0.0006
scen2272,0.0006
scen2273,0.0014
scen2274,0.0018
scen2275,0.0026
scen2276,0.0026
scen2277,0.0012
scen2278,0.0012
scen2279,0.0012
scen2280,0.003
scen2281,0.0028
scen2282,0.0018
scen2283,0.0016
scen2284,0.002
scen2285,0.0022
scen2286,0.002
scen2287,0.0024
scen2288,0.0012
scen2289,0.0018
scen2290,0.0018
scen2291,0.001
scen2292,0.003
scen2293,0.0014
scen2294,0.002
scen2295,0.0016
scen2296,0.001
scen2297,0.002
scen2298,0.0008
scen2299,0.0026
scen2300,0.0014
scen2301,0.0028
scen2302,0.001
scen2303,0.001
scen2304,0.003
scen2305,0.0006
scen2306,0.0018
scen2307,0.0024
scen2308,0.0024
scen2309,0.001
scen2310,0.0014
scen2311,0.001
scen2312,0.0022
scen2313,0.0008
scen2314,0.0012
scen2315,0.002
scen2316,0.0014
scen2317,0.0012
scen2318,0.0022
scen2319,0.0018
scen2320,0.0012
scen2321,0.0012
scen2322,0.0026
scen2323,0.0016
scen2324,0.0014
scen2325,0.0012
scen2326,0.0014
scen2327,0.001
scen2328,0.001
scen2329,0.0018
scen2330,0.0014
scen2331,0.0016
scen2332,0.002
scen2333,0.0018
scen2334,0.0018
scen2335,0.0014
scen2336,0.002
scen2337,0.0016
scen2338,0.001
scen2339,0.0014
scen2340,0.0014
scen2341,0.0018
scen2342,0.0012
scen2343,0.0022
scen2344,0.0014
scen2345,0.0014
scen2346,0.0014
scen2347,0.0006
scen2348,0.001
scen2349,0.0012
scen2350,0.0012
scen2351,0.0014
scen2352,0.0008
scen2353,0.0012
scen2354,0.0012
scen2355,0.0016
scen2356,0.0012
scen2357,0.0012
scen2358,0.001
scen2359,0.001
scen2360,0.002
scen2361,0.0012
scen2362,0.0014
scen2363,0.0014
scen2364,0.001
scen2365,0.0012
scen2366,0.0008
scen2367,0.0014
scen2368,0.002
scen2369,0.0006
scen2370,0.001
scen2371,0.001
scen2372,0.0022
scen2373,0.0008
scen2374,0.0004
scen2375,0.0008
scen2376,0.0018
scen2377,0.002
scen2378,0.001
scen2379,0.0008
scen2380,0.001
scen2381,0.0008
scen2382,0.0008
scen2383,0.0016
scen2384,0.0004
scen2385,0.0012
scen2386,0.0014
scen2387,0.0012
scen2388,0.001
scen2389,0.0006
scen2390,0.0012
scen2391,0.002
scen2392,0.0014
scen2393,0.0016
scen2394,0.0008
scen2395,0.0018
scen2396,0.0012
scen2397,0.0004
scen2398,0.0012
scen2399,0.0006
scen2400,0.0024
scen2401,0.001
scen2402,0.001
scen2403,0.0012
scen2404,0.001
scen2405,0.0006
scen2406,0.0006
scen2407,0.001
scen2408,0.0012
scen2409,0.001
scen2410,0.0016
scen2411,0.0012
scen2412,0.0014
scen2413,0.0004
scen2414,0.0016
scen2415,0.0014
scen2416,0.0004
scen2417,0.0008
scen2418,0.0024
scen2419,0.0008
scen2420,0.001
scen2421,0.0004
scen2422,0.001
scen2423,0.0008
scen2424,0.0006
scen2425,0.0006
scen2426,0.0012
scen2427,0.001
scen2428,0.0004
scen2429,0.001
scen2430,0.0018
scen2431,0.0008
scen2432,0.001
scen2433,0.001
scen2434,0.0018
scen2435,0.0014
scen2436,0.001
scen2437,0.0008
scen2438,0.001
scen2439,0.001
scen2440,0.0004
scen2441,0.0006
scen2442,0.001
scen2443,0.0004
scen2444,0.0016
scen2445,0.0008
scen2446,0.0012
scen2447,0.0008
scen2448,0.0014
scen2449,0.001
scen2450,0.0006
scen2451,0.0004
scen2452,0.0014
scen2453,0.0012
scen2454,0.0012
scen2455,0.001
scen2456,0.0006
scen2457,0.0002
scen2458,0.0012
scen2459,0.001
scen2460,0.0004
scen2461,0.0012
scen2462,0.001
scen2463,0.0006
scen2464,0.0008
scen2465,0.0008
scen2466,0.0006
scen2467,0.0012
scen2468,0.0006
scen2469,0.0004
scen2470,0.001
scen2471,0.0014
scen2472,0.0004
scen2473,0.0006
scen2474,0.0004
scen2475,0.0012
scen2476,0.0018
scen2477,0.001
scen2478,0.0006
scen2479,0.001
scen2480,0.001
scen2481,0.0002
scen2482,0.0006
scen2483,0.001
scen2484,0.0012
scen2485,0.001
scen2486,0.0008
scen2487,0.0008
scen2488,0.0004
scen2489,0.0006
scen2490,0.0002
scen2491,0.0004
scen2492,0.0006
scen2493,0.001
scen2494,0.001
scen2495,0.0008
scen2496,0.0006
scen2497,0.0008
scen2498,0.0004
scen2499,0.001
scen2500,0.0014
scen2501,0.0006
scen2502,0.001
scen2503,0.0008
scen2504,0.0012
scen2505,0.0006
scen2506,0.0006
scen2507,0.0014
scen2508,0.0006
scen2509,0.001
scen2510,0.0002
scen2511,0.001
scen2512,0.0004
scen2513,0.0004
scen2514,0.0004
scen2515,0.0004
scen2516,0.001
scen2517,0.0002
scen2518,0.0008
scen2519,0.0006
scen2520,0.001
scen2521,0.0006
scen2522,0.001
scen2523,0.0012
scen2524,0.001
scen2525,0.0006
scen2526,0.0008
scen2527,0.0008
scen2528,0.0004
scen2529,0.0008
scen2530,0.0004
scen2531,0.0006
scen2532,0.0006
scen2533,0.0024
scen2534,0.0012
scen2535,0.0016
scen2536,0.001
scen2537,0.0026
scen2538,0.001
scen2539,0.0014
scen2540,0.003
scen2541,0.0014
scen2542,0.0016
scen2543,0.0026
scen2544,0.0014
scen2545,0.002
scen2546,0.0018
scen2547,0.001
scen2548,0.0024
scen2549,0.001
scen2550,0.001
scen2551,0.0012
scen2552,0.0014
scen2553,0.0022
scen2554,0.0012
scen2555,0.0014
scen2556,0.0004
scen2557,0.0012
scen2558,0.001
scen2559,0.0012
scen2560,0.0018
scen2561,0.0008
scen2562,0.003
scen2563,0.002
scen2564,0.0018
scen2565,0.0012
scen2566,0.0014
scen2567,0.001
scen2568,0.0014
scen2569,0.0012
scen2570,0.0022
scen2571,0.0008
scen2572,0.0012
scen2573,0.002
scen2574,0.001
scen2575,0.0012
scen2576,0.0014
scen2577,0.0018
scen2578,0.0014
scen2579,0.001
scen2580,0.0022
scen2581,0.0012
scen2582,0.0018
scen2583,0.001
scen2584,0.0014
scen2585,0.001
scen2586,0.0016
scen2587,0.0014
scen2588,0.0012
scen2589,0.0016
scen2590,0.002
scen2591,0.0014
scen2592,0.0018
scen2593,0.0014
scen2594,0.002
scen2595,0.001
scen2596,0.001
scen2597,0.0014
scen2598,0.0014
scen2599,0.0018
scen2600,0.0014
scen2601,0.0022
scen2602,0.001
scen2603,0.0014
scen2604,0.0014
scen2605,0.0006
scen2606,0.001
scen2607,0.0012
scen2608,0.0012
scen2609,0.0014
scen2610,0.0008
scen2611,0.0012
scen2612,0.0012
scen2613,0.0016
scen2614,0.001
scen2615,0.0012
scen2616,0.001
scen2617,0.0012
scen2618,0.002
scen2619,0.0012
scen2620,0.0014
scen2621,0.0012
scen2622,0.001
scen2623,0.0012
scen2624,0.0008
scen2625,0.0012
scen2626,0.002
scen2627,0.0006
scen2628,0.0006
scen2629,0.001
scen2630,0.001
scen2631,0.0008
scen2632,0.0018
scen2633,0.0008
scen2634,0.001
scen2635,0.002
scen2636,0.0012
scen2637,0.0008
scen2638,0.001
scen2639,0.0008
scen2640,0.0008
scen2641,0.001
scen2642,0.0004
scen2643,0.0008
scen2644,0.0006
scen2645,0.0012
scen2646,0.001
scen2647,0.0006
scen2648,0.0012
scen2649,0.0008
scen2650,0.0014
scen2651,0.0016
scen2652,0.0008
scen2653,0.0018
scen2654,0.0012
scen2655,0.0004
scen2656,0.0012
scen2657,0.0006
scen2658,0.0024
scen2659,0.0012
scen2660,0.0014
scen2661,0.0012
scen2662,0.001
scen2663,0.0006
scen2664,0.0006
scen2665,0.001
scen2666,0.0012
scen2667,0.001
scen2668,0.0016
scen2669,0.0012
scen2670,0.0014
scen2671,0.0012
scen2672,0.0016
scen2673,0.0006
scen2674,0.0004
scen2675,0.0008
scen2676,0.0024
scen2677,0.0008
scen2678,0.001
scen2679,0.0004
scen2680,0.001
scen2681,0.0008
scen2682,0.0006
scen2683,0.0006
scen2684,0.0006
scen2685,0.001
scen2686,0.0004
scen2687,0.001
scen2688,0.0018
scen2689,0.0008
scen2690,0.001
scen2691,0.001
scen2692,0.0018
scen2693,0.0014
scen2694,0.001
scen2695,0.0008
scen2696,0.001
scen2697,0.0004
scen2698,0.0004
scen2699,0.0006
scen2700,0.001
scen2701,0.0004
scen2702,0.0016
scen2703,0.0008
scen2704,0.0008
scen2705,0.0008
scen2706,0.0014
scen2707,0.001
scen2708,0.0006
scen2709,0.0004
scen2710,0.0014
scen2711,0.0012
scen2712,0.001
scen2713,0.001
scen2714,0.0006
scen2715,0.0002
scen2716,0.0012
scen2717,0.001
scen2718,0.0004
scen2719,0.0014
scen2720,0.001
scen2721,0.0006
scen2722,0.0008
scen2723,0.0008
scen2724,0.0006
scen2725,0.0012
scen2726,0.0006
scen2727,0.0004
scen2728,0.001
scen2729,0.0014
scen2730,0.0004
scen2731,0.0006
scen2732,0.0004
scen2733,0.0018
scen2734,0.0006
scen2735,0.001
scen2736,0.0006
scen2737,0.001
scen2738,0.0008
scen2739,0.0002
scen2740,0.0006
scen2741,0.001
scen2742,0.001
scen2743,0.001
scen2744,0.0008
scen2745,0.0008
scen2746,0.0004
scen2747,0.0006
scen2748,0.0002
scen2749,0.0004
scen2750,0.0006
scen2751,0.001
scen2752,0.001
scen2753,0.0008
scen2754,0.0006
scen2755,0.0008
scen2756,0.0004
scen2757,0.001
scen2758,0.0014
scen2759,0.0006
scen2760,0.001
scen2761,0.0008
scen2762,0.0012
scen2763,0.0006
scen2764,0.0006
scen2765,0.0014
scen2766,0.0006
scen2767,0.001
scen2768,0.0002
scen2769,0.001
scen2770,0.0004
scen2771,0.0004
scen2772,0.0004
scen2773,0.0004
scen2774,0.001
scen2775,0.0002
scen2776,0.0008
scen2777,0.0006
scen2778,0.001
scen2779,0.0006
scen2780,0.001
scen2781,0.0012
scen2782,0.001
scen2783,0.0006
scen2784,0.0008
scen2785,0.0008
scen2786,0.0004
scen2787,0.0008
scen2788,0.0004
scen2789,0.0006
scen2790,0.001
scen2791,0.0012
scen2792,0.0008
scen2793,0.0008
scen2794,0.0004
scen2795,0.0008
scen2796,0.0004
scen2797,0.002
scen2798,0.001
scen2799,0.0012
scen2800,0.0006
scen2801,0.0004
scen2802,0.0012
scen2803,0.0004
scen2804,0.0012
scen2805,0.0004
scen2806,0.001
scen2807,0.0004
scen2808,0.0004
scen2809,0.001
scen2810,0.0006
scen2811,0.0004
scen2812,0.0004
scen2813,0.001
scen2814,0.0004
scen2815,0.0004
scen2816,0.0014
scen2817,0.0018
scen2818,0.0016
scen2819,0.001
scen2820,0.0022
scen2821,0.0004
scen2822,0.0012
scen2823,0.0012
scen2824,0.0012
scen2825,0.0012
scen2826,0.002
scen2827,0.0014
scen2828,0.0014
scen2829,0.0012
scen2830,0.003
scen2831,0.0014
scen2832,0.0018
scen2833,0.001
scen2834,0.0022
scen2835,0.0008
scen2836,0.0014
scen2837,0.0012
scen2838,0.0018
scen2839,0.0022
scen2840,0.0018
scen2841,0.0012
scen2842,0.001
scen2843,0.0014
scen2844,0.002
scen2845,0.0018
scen2846,0.0014
scen2847,0.001
scen2848,0.0014
scen2849,0.0014
scen2850,0.0022
scen2851,0.0014
scen2852,0.0014
scen2853,0.0012
scen2854,0.0014
scen2855,0.0012
scen2856,0.0016
scen2857,0.002
scen2858,0.001
scen2859,0.0014
scen2860,0.0014
scen2861,0.0008
scen2862,0.001
scen2863,0.001
scen2864,0.001
scen2865,0.0012
scen2866,0.0008
scen2867,0.001
scen2868,0.0014
scen2869,0.0008
scen2870,0.001
scen2871,0.001
scen2872,0.001
scen2873,0.0016
scen2874,0.0008
scen2875,0.0014
scen2876,0.001
scen2877,0.0012
scen2878,0.002
scen2879,0.0012
scen2880,0.0012
scen2881,0.0014
scen2882,0.0012
scen2883,0.0016
scen2884,0.0014
scen2885,0.001
scen2886,0.001
scen2887,0.0014
scen2888,0.001
scen2889,0.0006
scen2890,0.001
scen2891,0.0008
scen2892,0.0012
scen2893,0.001
scen2894,0.0008
scen2895,0.0018
scen2896,0.0012
scen2897,0.0008
scen2898,0.001
scen2899,0.0012
scen2900,0.001
scen2901,0.0012
scen2902,0.002
scen2903,0.0012
scen2904,0.0004
scen2905,0.0012
scen2906,0.001
scen2907,0.0012
scen2908,0.0012
scen2909,0.0014
scen2910,0.0018
scen2911,0.0006
scen2912,0.0006
scen2913,0.001
scen2914,0.001
scen2915,0.0008
scen2916,0.0018
scen2917,0.001
scen2918,0.001
scen2919,0.002
scen2920,0.0012
scen2921,0.0008
scen2922,0.001
scen2923,0.0008
scen2924,0.0006
scen2925,0.001
scen2926,0.0004
scen2927,0.0008
scen2928,0.0006
scen2929,0.0012
scen2930,0.0004
scen2931,0.0006
scen2932,0.0012
scen2933,0.0008
scen2934,0.0014
scen2935,0.0016
scen2936,0.0008
scen2937,0.0008
scen2938,0.0008
scen2939,0.0004
scen2940,0.001
scen2941,0.0006
scen2942,0.0024
scen2943,0.0014
scen2944,0.0006
scen2945,0.0006
scen2946,0.001
scen2947,0.0006
scen2948,0.0006
scen2949,0.001
scen2950,0.0018
scen2951,0.001
scen2952,0.001
scen2953,0.0012
scen2954,0.0012
scen2955,0.0012
scen2956,0.0016
scen2957,0.0006
scen2958,0.0012
scen2959,0.0006
scen2960,0.0024
