
Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:57:12 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:57:50 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:57:57 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:58:04 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:58:07 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:58:09 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:58:12 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:58:15 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:58:18 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:58:21 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:58:24 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:58:27 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:58:30 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:58:33 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:58:36 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:58:39 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:58:42 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:58:45 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:58:48 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:58:51 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:58:55 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:58:58 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:59:01 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:59:04 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:59:07 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:59:11 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:59:14 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:59:17 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:59:21 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:59:24 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:59:27 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 19:59:30 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 21:22:52 2022


Gurobi 7.0.2 (linux64) logging started Sun Jun 19 22:46:14 2022


Gurobi 7.0.2 (linux64) logging started Mon Jun 20 02:56:16 2022


Gurobi 7.0.2 (linux64) logging started Mon Jun 20 07:06:18 2022

