"iter1",-4191.287,32.000
"iter2",-3919.315,30.000
"iter3",-3956.370,29.000
"iter4",-4141.106,29.000
"iter5",-4254.080,29.000
"iter6",-4537.612,29.000
"iter7",-4542.010,28.000
"iter8",1000.000,11.000
"iter9",1000.000,11.000
"iter10",1000.000,11.000
"iter11",1000.000,11.000
"iter12",1000.000,11.000
"iter13",1000.000,11.000
"iter14",1000.000,11.000
"iter15",1000.000,11.000
"iter16",1000.000,11.000
"iter17",1000.000,11.000
"iter18",1000.000,11.000
"iter19",1000.000,11.000
"iter20",1000.000,11.000
"iter21",1000.000,11.000
"iter22",1000.000,11.000
"iter23",1000.000,10.000
"iter24",1000.000,11.000
"iter25",1000.000,10.000
"iter26",1000.000,11.000
"iter27",1000.000,11.000
"iter28",1000.000,12.000
"iter29",1000.000,12.000
"iter30",1000.000,6.000
